"","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"6976",0.76,2.74,-88.5,4,0.11,0.02,0.02,-9,2,43,32,629,-314,0,0,0,34,0.22,0.03,-0.48,-235,201,-114,-388,454,380,67.14418469,-50.01388182,-66.73100567,31,-0.06,-0.03,0.13,-148,192,-191,-460,423,-46,130,-30.5,83.5,30,0.05,0.13,0.02,190,158,-162,-32,686,814,"B"
"4287",117,24.6,-5.18,17,-0.31,0.18,-0.34,-22,62,-153,92,592,-352,163,-59.5,81.3,32,0.26,-0.5,0.77,-300,-43,-77,-424,289,508,-124.9045772,0,32.17505544,5,-0.37,0.16,0.43,0,-45,15,-551,300,-154,0.19,-2.1,-81.4,1,0,0.1,0.02,-1,4,-10,81,591,419,"A"
"7971",124,-43,169,18,-0.05,0.11,-0.3,50,44,-162,163,607,-314,14.2,23.5,-41.2,8,-2.2,0.11,0.66,-20,-70,18,603,69,367,59.28703897,-22.9855985,-92.30249368,19,0.47,0.14,-0.18,-42,103,-147,-519,359,-18,0,0,0,51,1.75,-1.2,0.13,-67,499,-1,-386,823,725,"B"
"2629",1.08,8.08,-93.8,3,0.06,-0.02,0,-23,5,24,-4,605,-303,-137,11,-167,34,0,-0.03,0,-286,110,-121,-373,335,514,74.83780475,0,82.24182793,2,-0.1,-0.1,-0.1,0,13,14,-540,328,-37,15.2,-63.5,-139,36,0.02,0,-0.02,196,201,-217,-4,654,463,"A"
"4767",118,16.2,2.3,17,-0.02,0.13,-0.26,-19,59,-159,21,607,-315,-34.7,-26.6,-24.9,8,1.85,-1.11,0.8,54,-61,-16,640,91,279,114.1208007,41.5952087,-10.11878428,1,-0.18,0.18,-0.02,4,9,-1,-462,394,-229,16.9,19.8,-103,19,0.13,-1.62,-1.43,-136,125,35,-388,782,684,"A"
"15032",125,-42,166,18,0.06,0.11,-0.2,48,44,-161,161,604,-310,-45.2,-59.7,13.7,22,-0.88,-0.35,0.71,134,-115,-130,763,-33,-57,61.57269056,-23.42364675,-89.89343449,19,0.37,0.11,-0.16,-43,107,-145,-505,362,29,0,0,0,40,1,1.91,0.64,-366,147,25,-643,33,485,"D"
"13105",121,25.3,-6.13,19,-0.4,-0.03,-0.44,-40,70,-171,7,589,-350,83.4,26,-12.2,42,1.72,-1.25,0.16,410,-27,-4,751,97,-9,2.143280935,33.86171775,123.1446867,10,0.5,0.03,-0.36,31,2,88,547,-502,-63,148,48.7,146,37,0.32,-2.67,-0.23,-220,233,-164,-702,288,462,"D"
"7460",126,-43.8,164,18,0.18,0.11,-0.11,50,43,-159,167,608,-310,11.5,42.9,-32.4,18,1.51,-0.93,0.64,-168,-9,65,87,326,558,57.31297148,-38.75721894,-84.86763619,19,0.27,-0.16,-0.1,-69,99,-137,-515,323,89,0,0,0,29,0.96,0.83,0.56,-282,-54,3,-143,-557,161,"B"
"16529",-12.9,3.13,-93.1,8,0.13,0.03,0.11,-19,-4,72,-14,642,-187,80.7,-3.08,80.7,32,3.07,-1.48,0.33,-225,203,67,58,326,551,91.70972307,32.31297512,54.5261802,10,0.11,-1.04,0.72,30,75,49,-438,420,40,-152,32.3,-78.6,38,-0.03,-1.38,-0.89,10,-283,-245,51,-669,-91,"E"
"6675",1.67,6.28,-92.7,3,0.03,0,-0.02,-22,4,23,6,603,-304,69.2,16.4,108,32,0,-0.06,0.07,-275,117,-109,-326,349,519,120.8844161,-13.40017219,33.4111411,8,-0.31,1.67,0.28,-11,77,27,-436,442,-36,-160,66.4,-117,23,-0.32,-4.32,-1.12,-96,35,-199,-468,-281,319,"B"
"2812",0.84,7.15,-93.8,3,0.03,0,-0.03,-18,3,29,2,607,-311,-143,1.81,-173,34,0,-0.03,-0.02,-288,110,-120,-369,336,515,89.16680106,21.63374968,63.14283896,4,-0.06,0.21,0.38,8,29,22,-538,311,-32,41.8,30.6,123,27,-0.29,-2.36,-0.79,-190,39,-181,-614,-22,500,"A"
"6326",1.82,3.65,-88.9,2,0.08,0.02,0,-8,3,19,38,557,-439,138,-10.3,-87.6,46,2.68,-1.06,0.36,7,3,-447,56,-208,-550,-126.2728805,-21.60849723,-21.60849723,4,-0.48,-0.53,0.38,-9,-40,-9,-471,199,274,-175,14.7,76.4,43,-0.45,-3.16,0.02,-12,374,183,-402,999,-474,"B"
"15939",121,25.1,-5.05,19,-0.35,-0.03,-0.48,-41,69,-170,7,597,-351,72.4,-37,25.6,39,-1.4,0.27,0.11,354,-7,149,626,115,315,2.183262155,18.66443146,138.2849476,9,0.56,-0.06,-0.13,17,2,90,532,-509,-68,150,46.2,158,32,0.66,-2.75,0.16,-134,233,-161,-702,350,531,"D"
"687",124,26.4,-4.24,20,-0.43,-0.03,-0.44,-43,69,-179,1,583,-386,-24.8,-13.6,-84.6,19,1.33,-0.93,0.07,136,45,119,59,416,513,-25.9173948,21.12532127,123.3293121,9,0.42,-0.06,-0.05,18,-22,81,527,-523,-97,116,20.4,84.7,37,0.14,1.01,0.21,50,317,-179,-343,793,680,"A"
"15166",125,-42.1,166,17,0.08,0.11,-0.2,50,44,-157,158,612,-309,-12.4,-10.7,-35.7,12,0.8,-0.61,0.69,-67,-68,73,353,121,556,62.39718159,-27.44836083,-87.09840153,17,0.11,0.06,-0.08,-45,97,-127,-531,307,68,0,0,0,47,0.98,1.19,0.44,-190,421,-10,-504,766,649,"D"
"16185",136,-48.8,157,20,1.22,-0.03,0.3,67,40,-176,353,495,-400,-33.1,-27.1,-42.3,5,3.52,-1.98,-0.77,-25,19,-33,571,298,259,45.06717328,-16.9842664,-108.4655884,16,0.1,0.05,0.38,-26,67,-136,-590,162,84,0,0,0,32,1.36,-0.83,0.15,-294,-85,-47,-147,-630,-33,"E"
"10882",1.07,4.8,-88.1,4,-0.06,-0.02,0,-16,3,40,45,632,-307,0,0,0,10,2.6,-0.59,-0.3,-26,86,-45,473,137,479,57.54750049,-56.69626133,-70.03519866,28,0.35,0.02,-0.85,-150,152,-180,-533,296,99,128,12.3,117,37,1.4,-3.97,0.3,161,302,-114,-451,783,846,"C"
"9743",121,25.3,-5.95,19,-0.42,-0.02,-0.44,-38,71,-172,12,583,-359,74.9,12.3,103,8,-1.43,0.45,-0.25,11,19,76,-319,351,517,-9.831077629,25.8050901,129.3848353,10,0.55,0.06,-0.46,26,-10,98,535,-498,-31,127,25.9,110,32,-0.61,2.36,-0.05,-39,270,-159,-578,699,721,"C"
"14979",124,-42.1,166,18,0.1,0.11,-0.2,49,43,-159,159,606,-306,-59.1,-66.4,27.5,29,-0.16,-0.55,1.03,155,-132,-198,751,-66,-139,72.27220965,-19.54714893,-81.01954531,19,0.13,0.06,-0.11,-37,126,-138,-486,379,36,0,0,0,39,0.88,1.7,0.51,-369,109,17,-590,-70,443,"D"
"3423",1.03,4.98,-87.9,5,0.02,0.02,0.02,-15,-2,45,41,631,-305,0,0,0,38,0.02,-0.02,-0.02,-276,160,-183,-407,425,404,54.0949477,-51.66058369,-77.62554279,29,0.34,0.13,-0.39,-141,147,-200,-526,341,49,53.2,-41.5,158,34,0.02,-0.11,-0.03,230,123,-203,131,557,645,"A"
"16922",150,10.6,44.1,24,0.08,0.13,0.16,-18,49,-230,11,494,-490,-68.1,-26.8,1.85,23,-1.53,-0.58,1.53,102,-149,-136,736,-68,23,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-112,56.3,-137,47,0.24,-1.36,-0.28,-437,-145,-9,-598,-94,264,"E"
"4893",120,16.2,1.03,18,0.05,0.11,-0.18,-24,61,-161,31,597,-338,-29.5,-27.2,-31.7,6,1.75,-1.11,0.75,30,-44,-9,596,137,327,-129.5153528,19.36583004,19.36583004,1,0.05,0.53,0.2,1,-5,1,-471,383,-229,16.7,30.9,-96.4,15,0.21,-2.2,-1.36,-105,90,39,-415,761,656,"A"
"14426",1.08,3.48,-87.5,4,0.02,-0.02,-0.05,-5,1,40,42,628,-314,0,0,0,34,-0.02,-0.03,0.03,-251,171,-148,-287,446,438,49.21160827,-52.3463402,-81.22797227,30,0.47,0.06,-0.34,-146,138,-212,-528,293,82,144,18.5,117,46,0.21,0.4,0.56,-152,394,-149,-587,625,663,"D"
"5879",123,25.6,-2.89,20,-0.42,-0.05,-0.44,-48,70,-180,-5,579,-378,114,-7.64,123,8,-1.41,0.4,0.15,-10,37,69,-423,395,408,-59.17218167,17.05886208,94.83156753,8,0.66,-0.1,-0.18,14,-46,67,497,-565,-110,149,53.4,-178,25,0.42,-4.03,-1.03,-88,178,-136,-642,16,527,"B"
"8337",116,16.6,-5.52,17,0.16,0.11,-0.15,-21,61,-157,14,604,-322,-42.1,3.58,-48,14,3.07,-1.03,0.31,-103,-55,73,384,153,530,57.43082012,25.91426654,92.64724131,10,0.02,0.19,-0.2,25,53,78,-367,500,-63,-39.6,19.9,178,39,0.82,-2.23,-0.36,-364,-116,37,-644,27,436,"B"
"5263",1.43,3.16,-87.7,3,0,0,-0.05,-7,2,27,49,570,-434,118,-39.6,-48.1,42,-1.8,0.32,-0.21,160,50,-372,544,-123,-392,121.7602366,34.81826577,5.689570482,4,0.31,0.1,-0.28,12,33,2,-311,374,307,-167,-8.38,-17.2,23,-0.34,-3.21,-0.51,161,23,162,479,-543,-17,"A"
"1385",121,-43.8,174,17,0.1,0.11,-0.16,48,44,-157,162,615,-294,44.2,62.2,-5.08,18,1.51,-0.92,0.43,-162,-10,61,106,258,604,58.04172062,-27.14134392,-91.42321744,17,0.24,0.14,0.02,-44,90,-130,-552,291,23,0,0,0,41,1.03,0.72,0.41,-18,394,-46,-106,752,502,"A"
"1938",1.1,4.22,-87.7,3,0.1,-0.02,-0.03,-8,6,30,60,568,-431,110,-42.1,-25.2,32,2.44,-0.75,0.44,151,63,-270,683,-132,-216,86.49411771,48.74142615,46.54540004,5,0.24,-0.79,-0.28,24,39,23,-329,329,329,166,-6.48,50.5,33,-0.06,-2.33,-0.33,101,277,144,1,560,-355,"A"
"3949",1.1,4.16,-88.3,4,-0.02,0,-0.02,-11,6,36,40,633,-312,0,0,0,15,2.39,-1.38,0.71,36,143,-31,633,145,287,56.88763448,-47.52472796,-78.58562463,31,0.66,0.43,-0.48,-141,166,-218,-468,426,-64,120,-20.1,84.3,36,-1.14,2.91,-0.43,169,253,-174,-174,775,885,"A"
"15825",14.7,-4.17,-78.1,4,-0.05,0.06,0.23,11,9,-37,103,389,-607,67.9,2.74,91.1,27,2.36,-0.58,0.44,-198,170,-49,-94,263,630,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,178,21.7,-24.1,21,-0.45,-4.22,-0.56,124,28,165,456,-553,-29,"D"
"3272",0.48,5.23,-88,5,0,0,-0.02,-14,4,46,46,639,-301,0,0,0,37,-0.02,-0.03,0.03,-275,161,-182,-407,428,409,54.98986942,-50.97872186,-77.41498198,29,0.35,0.14,-0.38,-141,151,-202,-524,337,53,53.8,-46.9,160,33,-0.13,0.13,-0.18,225,118,-203,123,555,647,"A"
"13684",-21.1,1.86,-90.6,10,-0.06,0.03,0.11,-23,-7,95,-2,656,-232,76,-35.6,33.4,14,-2.89,0.56,-1.07,46,94,-94,699,-70,199,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,178,12.5,10.5,32,-0.19,3.05,0.08,221,123,182,541,-389,12,"D"
"16914",139,7.85,41.8,22,0.14,0.02,0.28,-24,75,-197,40,567,-405,-41.3,-8.19,-51,12,-0.8,-0.18,0.61,-49,-55,88,405,133,518,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,93.9,72.2,59.1,36,0.24,-1.43,-0.41,-330,129,29,-661,535,568,"E"
"12235",120,14.3,2.48,18,0.11,0.11,-0.16,-19,60,-160,21,597,-326,-43,26.2,-98.6,29,-0.79,-0.13,0.77,-275,-48,14,-279,273,600,-109.0376181,-44.349302,17.24929865,7,0.02,0.32,-0.02,-30,-62,12,-475,396,-5,11.8,45.5,-78.3,28,-0.29,1.65,0.3,-258,96,31,-551,683,577,"C"
"13420",119,16.2,-2.63,18,0.1,0.11,-0.15,-20,63,-162,21,596,-327,-61.1,-28,19.1,30,1.09,-0.51,0.49,157,-151,-195,702,-90,-171,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-73.3,30,-153,47,-0.51,1.75,-0.02,-413,-207,9,-572,-146,286,"D"
"16699",2.33,8.34,-93.1,3,-0.02,0,-0.02,-19,3,22,12,610,-316,143,-25.9,-63.4,47,-1.57,0.47,0.57,61,-124,-437,394,-368,-403,-82.1334776,10.26680818,-73.89218329,7,0.39,0.03,0.23,7,-50,-46,-602,173,-166,148,37.7,124,34,0.21,-0.32,-0.07,-65,261,-204,-551,718,720,"E"
"13032",122,25.2,-5.64,20,-0.43,-0.02,-0.46,-38,73,-173,8,585,-354,111,-15.7,-19.3,43,1.75,-1,-0.64,407,-85,-76,739,1,-107,-2.215576361,16.69288047,140.2376183,9,0.59,0.08,-0.36,15,-2,89,547,-499,-66,147,45.3,154,26,0.37,-2.22,-0.07,-128,122,-178,-693,382,506,"D"
"5322",1.02,4.35,-87.7,3,0.06,0.02,-0.03,-8,3,29,61,570,-423,55.1,-26,19.1,17,2.38,-0.59,0.28,78,118,-84,661,-10,278,92.00911771,50.94081782,36.75486656,4,0.24,-0.63,-0.49,19,31,14,-357,339,301,-152,-31.2,6.81,33,-0.32,-3,-0.11,225,168,160,488,-227,-33,"A"
"5474",122,26.3,-5.12,19,-0.4,-0.05,-0.46,-33,69,-169,-9,587,-370,-75,49.6,-105,18,1.38,-0.72,0.02,118,11,134,33,331,579,6.596597905,35.92406446,120.5003373,9,0.47,-0.13,-0.21,32,6,85,540,-507,-73,114,45.7,98.3,32,-0.5,2.12,0.26,-48,280,-143,-593,679,685,"A"
"8799",115,16.6,-5.17,17,0.21,0.11,-0.15,-22,62,-154,23,607,-305,-43.1,-28.7,-0.22,20,-0.79,-0.24,1.12,130,-106,-96,729,-39,42,87.65873138,41.01873364,52.39325801,14,0.42,-0.8,-0.18,55,106,69,-236,572,-53,-52.9,-24.9,122,49,-0.22,0.39,-0.23,-275,-397,-31,57,-701,-167,"B"
"19585",8.11,4.16,-91.4,1,-0.18,0.05,0.38,-10,6,-2,18,549,-410,62.4,9.19,82.3,27,1.3,-0.5,0.48,-221,140,-24,-105,317,576,-141.3524964,-15.25382892,3.799600061,3,-0.34,0.58,0.46,-4,-26,1,-590,200,-16,-142,10.9,-63.8,32,-0.56,-3.47,-1.15,104,-155,-257,250,-632,-78,"E"
"8781",117,16.9,-4.47,18,0.1,0.13,-0.18,-24,63,-159,9,604,-321,-39.5,29.5,-93,30,0.92,-0.72,0.94,-285,-53,-4,-291,284,613,88.2218146,46.22726238,46.97235757,15,-0.19,0.83,0.23,67,116,68,-170,599,-54,-39.3,25.1,-168,38,1.4,-2.59,0.64,-356,-91,37,-662,76,413,"B"
"6969",0.88,2.24,-88.5,5,-0.05,-0.02,-0.05,-12,1,43,28,632,-306,0,0,0,34,2.09,-1.43,1,-253,191,-88,-194,458,462,61.62293355,-44.56857675,-76.55254833,32,0.08,0,-0.39,-135,181,-217,-449,448,-59,130,-30.6,83.1,32,-0.16,0.14,-0.13,199,162,-181,-44,697,806,"B"
"102",1.04,7.43,-94.1,3,0.02,0,-0.03,-18,4,25,-2,602,-304,-132,17.1,-163,34,0,-0.02,-0.03,-288,109,-125,-358,337,518,12.42819346,-70.41134345,-85.11480144,37,0,-0.02,-0.02,-235,45,-273,-557,292,-65,23.1,-63.4,-147,36,0.02,0.02,-0.03,194,206,-212,-9,655,467,"A"
"8152",115,18.1,-7.13,17,0.11,0.1,-0.13,-18,62,-155,9,606,-314,-41.8,33.6,-94.9,29,1.03,-0.77,0.44,-276,-50,-6,-321,317,587,80.34186952,28.94359148,68.52535012,8,-0.13,0.8,0,23,58,51,-356,507,-89,29.9,20.2,-73.7,21,0.08,-0.67,-0.61,-56,195,41,-193,749,588,"B"
"13565",118,17.2,-0.11,18,0.05,0.1,-0.18,-26,63,-162,24,601,-317,-41.4,-18.5,-30,9,-1.77,0.02,0.89,21,-87,0,631,72,308,120.4555529,35.48139032,-8.696353767,5,-0.06,-0.05,-0.11,16,43,-4,-341,529,-67,22.7,77.8,-33.2,36,0.18,-1.86,-0.43,-343,92,17,-668,503,546,"D"
"15961",120,25.8,-7.1,18,-0.51,-0.03,-0.44,-25,66,-159,3,591,-362,88.1,-17.9,31.1,32,1.98,-1.16,-0.59,246,62,192,531,238,390,-1,24,133,10,0.55,-0.16,-0.3,24,-1,98,529,-504,-34,123,25.5,103,36,0,2.14,0.18,28,324,-145,-516,741,684,"D"
"5894",122,25.7,-3.26,19,-0.45,-0.02,-0.48,-43,71,-168,2,590,-347,124,10.4,5.06,30,-4.06,1.77,0.72,290,12,28,722,127,-100,9.253368932,25.35113263,130.0222401,8,0.85,0.03,-0.89,19,7,73,539,-515,-86,-166,55.5,-107,28,-1.45,2.95,1.02,-87,-130,-224,-261,-503,173,"B"
"5484",122,26.3,-5.5,19,-0.51,-0.02,-0.49,-36,70,-172,-1,587,-372,-120,77.4,-166,23,2.1,-1.32,-0.15,163,39,155,264,305,525,-12.84407845,13.92111313,138.0813297,10,0.42,-0.21,0.11,13,-12,92,540,-506,-79,172,74.9,175,24,-0.39,2.62,0.56,-135,143,-137,-696,215,546,"A"
"6609",0.92,7.02,-92.8,4,0.08,0,-0.03,-15,2,31,4,601,-305,108,-58.3,1.04,20,1.96,-1.03,0.51,114,37,-150,762,-126,87,147.3571861,6.869383546,-6.869383546,3,0.22,-0.64,0.08,2,29,-2,-523,344,-48,116,-26.2,112,38,0,0,-0.02,140,246,-235,-140,701,459,"B"
"16287",9.98,4.75,-93.2,2,0.03,-0.03,0.13,-6,3,-18,5,528,-439,79.4,-62.1,15,14,2.25,-1.04,0.64,87,35,-105,749,-135,143,89.76206311,15.46152006,64.87031051,9,-0.53,1.27,0.67,13,66,51,-501,351,24,-142,-1.4,-52.4,40,-0.77,-2.44,-1.12,151,-225,-287,330,-638,-174,"E"
"9013",0.59,1.79,-88.5,3,-0.08,0,-0.05,-5,2,29,31,578,-424,85.1,6.88,96.9,31,1.86,-0.45,0.05,-223,191,-59,-262,325,592,36.84066446,50.94249447,91.94789628,14,-1.67,1.01,-0.13,65,48,106,-79,331,443,-173,18.7,104,40,-0.55,1.32,0.75,-11,346,188,-666,1180,-575,"B"
"17803",1.21,2.39,-87.5,3,0.02,0.02,0.05,-7,2,30,40,581,-417,82.7,-35.9,20.3,16,-3.08,1.03,-0.44,92,128,-23,703,-61,191,41.01530498,29.4226601,105.5200942,11,-0.92,0.67,0.34,32,44,96,-326,290,353,177,13,9.89,43,0.27,-2.71,-0.46,247,286,184,379,27,-97,"E"
"17520",130,7.25,41.3,17,0.29,0.08,-0.13,-21,64,-148,84,586,-360,-55.8,-8.56,-41.1,11,2.87,-1.06,1.25,-49,-93,20,528,61,451,-77.56327845,-71.4813307,-28.69691704,7,0.11,0.43,-0.13,-44,-47,-19,-440,425,57,-64.1,40.9,-153,30,-0.48,3.42,0.38,-294,-21,38,-681,219,412,"E"
"9276",1.59,6.04,-92.8,3,0.1,-0.02,0.02,-11,2,22,2,600,-305,145,-39.6,-59.3,37,2.54,-1.49,0.41,90,-54,-346,543,-328,-357,104.3,50.1,15.3,17,-0.03,0.66,-0.33,79,142,25,-194,583,-10,131,32.7,131,32,-0.61,2.62,0.56,-98,263,-141,-652,558,710,"B"
"1405",121,-43.7,173,18,0.1,0.13,-0.18,50,44,-159,164,613,-306,-141,74.3,150,28,0.4,-0.56,0.94,-267,-50,-25,-277,294,612,55.69235692,-23.93989172,-95.28942481,21,0.29,0.11,-0.18,-48,107,-165,-531,340,-26,0,0,0,53,1.54,-2.02,-0.03,-33,521,-19,-363,797,588,"A"
"19210",-1.31,3.57,-87.4,5,0.03,0,0.02,-15,0,47,41,634,-300,0,0,0,43,2.28,-1.67,0.95,-337,258,-25,-295,446,435,77.69060643,-45.50205952,-59.62685093,29,-0.35,1.28,-0.3,-126,201,-161,-442,402,110,155,-6.9,84.3,31,-0.1,0.11,-0.15,182,179,-171,-61,702,802,"E"
"6919",0.63,5.27,-90.5,3,0.06,0,-0.07,-11,4,23,34,606,-306,143,-42.5,-64.8,35,-2.34,0.96,-0.02,92,-47,-331,521,-290,-385,21.09888812,16.8335453,129.9274976,7,-0.02,-0.02,-0.15,12,15,69,-477,329,121,153,49,178,27,-0.26,3.82,1.48,-131,171,-151,-671,133,521,"B"
"15307",125,-41.6,165,18,0.1,0.11,-0.18,49,45,-161,156,609,-304,-21.5,-29.1,-39.6,11,-0.71,-0.42,0.75,48,-98,-27,651,18,301,47.00112304,-29.28910842,-100.3802424,18,0.13,-0.02,-0.21,-51,80,-149,-562,271,31,0,0,0,38,1.35,-0.02,0.77,71,365,-10,15,688,570,"D"
"9666",122,24.4,-5.46,19,-0.4,-0.05,-0.46,-43,71,-172,18,577,-355,107,-38.3,49.7,31,-1.75,0.34,-0.33,292,-12,91,580,168,365,12.7,41.4,113.6,9,0.51,-0.14,-0.25,35,11,79,549,-502,-82,131,1.95,90,37,-0.19,1.49,0.23,124,281,-184,-290,793,676,"C"
"9288",1.16,6.45,-92.8,3,0.03,0.02,0,-14,2,27,3,608,-305,151,-30.9,-71.6,45,-2.06,0.8,-0.28,55,-55,-435,357,-254,-450,101.8963046,54.65056484,6.893114416,16,-0.11,1.06,-0.18,83,136,11,-158,604,-17,173,59.6,-151,23,-0.47,3.95,1.28,-152,41,-166,-570,-99,463,"B"
"11712",125,-44,167,18,0.18,0.11,-0.18,44,46,-160,183,600,-311,-13.3,37.9,-89.1,30,0.14,-0.37,0.72,-286,-51,-35,-368,338,536,45.5055313,-31.15157536,-100.5305461,18,0.21,0.16,0.02,-53,76,-146,-557,269,44,0,0,0,47,0.74,2.04,0.98,-66,457,-21,-294,802,614,"C"
"15119",128,-49.6,169,17,0.27,0.27,0.15,33,38,-161,188,592,-349,-15,-22.6,-40.1,12,-1.38,-0.14,0.64,-19,-53,105,502,92,462,56.55636959,-30.5806989,-90.8829146,17,0.13,0.11,-0.07,-50,89,-131,-539,296,68,0,0,0,43,1.12,-1.33,0.08,-320,278,-14,-710,331,549,"D"
"5997",124,24.8,-1.88,21,-0.31,-0.1,-0.43,-49,71,-183,7,572,-379,136,16.2,116,11,-1.98,0.92,-0.44,-10,53,92,-348,402,456,-82.25798201,-45.21752292,54.85950506,14,0.85,-0.8,-0.36,-62,-104,74,258,-695,-187,171,51.5,-135,17,0.88,-3.76,-1.61,-67,18,-151,-375,-376,295,"B"
"18657",141,-36.4,132,17,0.03,0.14,-0.07,39,40,-158,189,592,-343,-3.41,12.6,-79.5,31,-2.79,0.35,0.61,-274,-5,122,32,272,607,21.80020749,-31.89873511,-117.996982,19,0.26,-0.13,-0.28,-58,40,-171,-617,149,20,0,0,0,42,0.96,0.88,0.62,-398,103,-9,-488,-283,270,"E"
"1387",121,-43.8,174,17,0.1,0.11,-0.16,49,44,-157,166,615,-303,46.8,66.3,-2.57,16,1.53,-1,0.52,-149,-31,46,61,257,615,59.13930059,-27.64597163,-90.10991366,18,0.22,0.11,0.02,-47,96,-135,-553,290,34,0,0,0,40,0.93,0.77,0.38,0,392,-48,-107,748,497,"A"
"16451",-1.3,4.76,-92.3,2,0.18,0,0.49,-7,-2,16,-2,605,-291,73.3,15.2,96.1,31,1.65,-0.34,-0.59,-251,177,11,-260,355,542,-101.9510728,7.414198223,-54.51174464,3,0.27,-0.61,-0.57,2,-23,-14,-617,151,-75,-148,27,-94.2,24,-0.37,-4.09,-0.89,-37,-84,-218,-49,-586,95,"E"
"12909",1.14,7.35,-93.8,3,0.05,0,0,-18,5,23,-1,608,-313,54.1,-35.9,43.8,8,-2.57,0.75,-0.38,5,73,-15,623,-47,378,62.90148024,19.73955598,90.18322525,1,0.05,-0.08,-0.21,2,6,8,-541,309,-28,136,35.7,101,45,0.1,0.88,0.38,-172,374,-156,-544,666,620,"D"
"7555",127,-43.2,163,17,0.11,0.11,-0.16,50,42,-158,158,606,-300,-132,-85.1,137,41,1.45,-0.8,0.79,57,-166,-362,337,-143,-539,115.3579033,6.130055528,-41.2128314,22,-0.26,0.75,0.13,13,194,-85,-239,534,146,0,0,0,52,1.41,-1.38,0.05,-67,503,22,-267,817,704,"B"
"10406",1.22,6.04,-92.9,3,-0.08,0,-0.05,-17,2,21,5,605,-310,75,4.6,114,30,0.08,-0.02,-0.02,-260,108,-90,-246,325,567,-118.760931,-4.639052715,38.00760751,4,0.06,0.03,0.1,-2,-40,16,-589,205,13,155,53.1,166,25,-0.26,2.25,0.51,-164,76,-166,-684,212,589,"C"
"16513",1.83,6.04,-91,1,0.06,-0.05,-0.64,-9,-1,7,23,570,-363,159,-11.4,-105,51,0.85,-0.47,0.15,-87,-97,-482,-91,-276,-495,106.0925222,12.15221315,49.24324088,8,-0.5,1.4,0.16,10,72,39,-389,460,61,143,7.3,98.5,43,0.08,0.26,0.1,-22,389,-163,-337,752,587,"E"
"12487",118,14.2,-1.72,18,0.11,0.1,-0.16,-19,62,-161,27,612,-321,-39.9,-13.3,-45.1,9,2.5,-0.93,-0.18,-38,-61,51,500,160,448,-98.79540197,-52.13041636,23.65584835,7,0.03,0.24,-0.08,-34,-57,16,-469,396,19,3.46,20.3,-115,24,1.41,-2.81,-0.23,-144,166,86,-491,777,871,"C"
"4685",119,16.7,-0.16,18,0.13,0.13,-0.18,-25,62,-160,27,597,-336,-25.8,6,-78.6,21,-1.3,0.5,0.52,-201,-17,34,117,299,581,-32.05180108,-8.603105748,123.8129144,4,0.08,0.03,-0.15,-3,-11,33,-499,366,-174,-9.03,25.4,-113,31,-0.64,1.91,0.3,-291,77,53,-652,564,669,"A"
"7378",126,-43.1,164,18,0.11,0.11,-0.18,48,44,-161,156,603,-304,-37.5,-33.7,-9.58,29,-2.09,0.27,0.28,101,-117,-244,663,-142,-329,119.3835207,4.671864978,-37.37638938,24,-0.1,0.64,0.16,11,219,-86,-241,548,131,0,0,0,43,1.06,0.03,0.48,2,422,-49,-42,710,451,"B"
"4550",117,19.5,-6.85,18,0.06,0.13,-0.18,-26,63,-163,7,607,-329,-101,-41.9,-72.5,22,0.21,-0.51,1,-191,-85,33,-2,181,652,-30.01423523,-36.26867051,109.0739314,2,-0.35,0.1,0.15,-6,-5,15,-509,345,-182,-30.2,19.7,-148,31,-0.24,2.87,0.56,-304,-3,25,-690,294,485,"A"
